0.051037,0.7854,-0.30371,0,-0.35514,0
0.051037,2.3562,-0.15143,0,-0.16937,0
0.051037,3.927,-0.099915,0,0.004798,0
0.051037,5.4978,-0.17588,0,-0.087408,0
0.10211,0.3927,-0.58601,-0.45649,-0.67444,-0.48856
0.10211,1.1781,-0.47526,-0.48856,-0.80607,-0.45649
0.10211,1.9635,-0.75505,-0.48856,-0.85232,-0.45649
0.10211,2.7489,-0.7699,-0.45649,-0.59142,-0.48856
0.10211,3.5343,-0.55072,-0.45649,-0.46604,-0.48856
0.10211,4.3197,-0.59065,-0.48856,-0.34592,-0.45649
0.10211,5.1051,-0.51116,-0.48856,-0.29536,-0.45649
0.10211,5.8905,-0.26281,-0.45649,-0.39803,-0.48856
0.15324,0.2618,-0.8281,-1.2349,-1.3617,-1.3235
0.15324,0.7854,-1.1975,-1.2617,-1.4832,-1.2617
0.15324,1.309,-1.2885,-1.3235,-1.6886,-1.2349
0.15324,1.8326,-1.399,-1.3235,-1.6063,-1.2349
0.15324,2.3562,-1.3446,-1.2617,-1.2596,-1.2617
0.15324,2.8798,-1.3423,-1.2349,-1.1666,-1.3235
0.15324,3.4034,-1.7104,-1.2349,-1.3026,-1.3235
0.15324,3.927,-1.4541,-1.2617,-1.089,-1.2617
0.15324,4.4506,-1.5791,-1.3235,-1.0792,-1.2349
0.15324,4.9742,-1.2483,-1.3235,-0.90349,-1.2349
0.15324,5.4978,-1.1419,-1.2617,-1.1778,-1.2617
0.15324,6.0214,-1.0933,-1.2349,-1.3346,-1.3235
0.20448,0.19635,-2.1921,-2.369,-2.7005,-2.538
0.20448,0.58905,-1.9711,-2.3627,-2.6048,-2.4326
0.20448,0.98175,-2.2151,-2.4326,-2.7298,-2.3627
0.20448,1.3744,-2.2581,-2.538,-2.7015,-2.369
0.20448,1.7671,-2.4931,-2.538,-2.7238,-2.369
0.20448,2.1598,-2.4329,-2.4326,-2.5577,-2.3627
0.20448,2.5525,-2.2672,-2.3627,-2.2626,-2.4326
0.20448,2.9452,-2.5485,-2.369,-2.4312,-2.538
0.20448,3.3379,-2.0769,-2.369,-1.9765,-2.538
0.20448,3.7306,-2.5561,-2.3627,-2.128,-2.4326
0.20448,4.1233,-2.2971,-2.4326,-1.8411,-2.3627
0.20448,4.516,-2.7309,-2.538,-1.9067,-2.369
0.20448,4.9087,-2.4012,-2.538,-1.9197,-2.369
0.20448,5.3014,-2.3645,-2.4326,-2.1415,-2.3627
0.20448,5.6941,-2.2429,-2.3627,-2.433,-2.4326
0.20448,6.0868,-2.1443,-2.369,-2.6438,-2.538
0.25585,0.15708,-3.4668,-3.9165,-4.3545,-4.1899
0.25585,0.47124,-3.3925,-3.8502,-4.2788,-4.0191
0.25585,0.7854,-3.4608,-3.8621,-4.1174,-3.8621
0.25585,1.0996,-3.7533,-4.0191,-4.3976,-3.8502
0.25585,1.4137,-3.6991,-4.1899,-4.1411,-3.9165
0.25585,1.7279,-3.6343,-4.1899,-3.901,-3.9165
0.25585,2.042,-3.8915,-4.0191,-4.1434,-3.8502
0.25585,2.3562,-3.8738,-3.8621,-3.9217,-3.8621
0.25585,2.6704,-3.9264,-3.8502,-3.8736,-4.0191
0.25585,2.9845,-3.8251,-3.9165,-3.7324,-4.1899
0.25585,3.2987,-3.5959,-3.9165,-3.4607,-4.1899
0.25585,3.6128,-3.8307,-3.8502,-3.3944,-4.0191
0.25585,3.927,-3.9179,-3.8621,-3.4397,-3.8621
0.25585,4.2412,-3.822,-4.0191,-3.1501,-3.8502
0.25585,4.5553,-4.0043,-4.1899,-3.1529,-3.9165
0.25585,4.8695,-3.847,-4.1899,-3.15,-3.9165
0.25585,5.1836,-3.6608,-4.0191,-3.2834,-3.8502
0.25585,5.4978,-3.4421,-3.8621,-3.5631,-3.8621
0.25585,5.8119,-3.6413,-3.8502,-4.0829,-4.0191
0.25585,6.1261,-3.6159,-3.9165,-4.3197,-4.1899
0.3074,0.1309,-5.8078,-5.9785,-7.0288,-6.3813
0.3074,0.3927,-5.1806,-5.8148,-6.459,-6.1096
0.3074,0.6545,-5.3076,-5.6952,-6.5212,-5.8031
0.3074,0.9163,-5.2492,-5.8031,-6.099,-5.6952
0.3074,1.1781,-5.4549,-6.1096,-6.3119,-5.8148
0.3074,1.4399,-5.7934,-6.3813,-6.3572,-5.9785
0.3074,1.7017,-5.7835,-6.3813,-6.3078,-5.9785
0.3074,1.9635,-5.6873,-6.1096,-6.151,-5.8148
0.3074,2.2253,-5.4135,-5.8031,-5.4515,-5.6952
0.3074,2.4871,-5.6591,-5.6952,-5.9868,-5.8031
0.3074,2.7489,-5.5025,-5.8148,-5.6905,-6.1096
0.3074,3.0107,-5.7794,-5.9785,-5.6749,-6.3813
0.3074,3.2725,-6.1036,-5.9785,-5.8479,-6.3813
0.3074,3.5343,-5.7373,-5.8148,-5.295,-6.1096
0.3074,3.7961,-5.5988,-5.6952,-4.7896,-5.8031
0.3074,4.0579,-5.6523,-5.8031,-4.8787,-5.6952
0.3074,4.3197,-6.1259,-6.1096,-5.0883,-5.8148
0.3074,4.5815,-5.6423,-6.3813,-4.6959,-5.9785
0.3074,4.8433,-6.0092,-6.3813,-5.017,-5.9785
0.3074,5.1051,-5.4446,-6.1096,-4.8701,-5.8148
0.3074,5.3669,-5.6009,-5.8031,-5.4036,-5.6952
0.3074,5.6287,-5.1395,-5.6952,-5.29,-5.8031
0.3074,5.8905,-5.1883,-5.8148,-5.7836,-6.1096
0.3074,6.1523,-5.458,-5.9785,-6.4528,-6.3813
0.35914,0.1122,-7.6611,-8.7471,-9.4896,-9.3054
0.35914,0.3366,-7.8389,-8.4194,-9.6659,-8.8669
0.35914,0.561,-7.2651,-8.0617,-8.9356,-8.3098
0.35914,0.7854,-7.1316,-7.9889,-8.6096,-7.9889
0.35914,1.0098,-7.5542,-8.3098,-8.6606,-8.0617
0.35914,1.2342,-8.1628,-8.8669,-9.3807,-8.4194
0.35914,1.4586,-8.7849,-9.3054,-9.7606,-8.7471
0.35914,1.683,-8.6529,-9.3054,-9.4493,-8.7471
0.35914,1.9074,-8.1826,-8.8669,-8.7324,-8.4194
0.35914,2.1318,-7.8675,-8.3098,-8.1945,-8.0617
0.35914,2.3562,-7.5548,-7.9889,-7.9644,-7.9889
0.35914,2.5806,-7.5571,-8.0617,-7.9786,-8.3098
0.35914,2.805,-8.3694,-8.4194,-8.5823,-8.8669
0.35914,3.0294,-7.9731,-8.7471,-8.014,-9.3054
0.35914,3.2538,-8.371,-8.7471,-8.1233,-9.3054
0.35914,3.4782,-8.4086,-8.4194,-7.9422,-8.8669
0.35914,3.7026,-8.1441,-8.0617,-7.4528,-8.3098
0.35914,3.927,-8.197,-7.9889,-7.1317,-7.9889
0.35914,4.1514,-7.9127,-8.3098,-6.8337,-8.0617
0.35914,4.3758,-8.7099,-8.8669,-7.2694,-8.4194
0.35914,4.6002,-7.9636,-9.3054,-6.9356,-8.7471
0.35914,4.8246,-8.3985,-9.3054,-7.1189,-8.7471
0.35914,5.049,-8.3356,-8.8669,-7.4391,-8.4194
0.35914,5.2734,-7.7381,-8.3098,-7.2202,-8.0617
0.35914,5.4978,-7.2774,-7.9889,-7.4391,-7.9889
0.35914,5.7222,-7.3251,-8.0617,-8.0693,-8.3098
0.35914,5.9466,-7.5461,-8.4194,-8.8759,-8.8669
0.35914,6.171,-8.1002,-8.7471,-9.9579,-9.3054
0.41114,0.098175,-11.154,-12.649,-13.94,-13.39
0.41114,0.29452,-10.39,-12.006,-12.929,-12.633
0.41114,0.49087,-10.295,-11.201,-12.472,-11.62
0.41114,0.68722,-9.6609,-10.744,-11.505,-10.891
0.41114,0.88357,-9.7149,-10.891,-11.519,-10.744
0.41114,1.0799,-10.775,-11.62,-12.49,-11.201
0.41114,1.2763,-11.34,-12.633,-12.923,-12.006
0.41114,1.4726,-12.136,-13.39,-13.881,-12.649
0.41114,1.669,-11.945,-13.39,-13.52,-12.649
0.41114,1.8653,-11.556,-12.633,-12.869,-12.006
0.41114,2.0617,-10.839,-11.62,-11.822,-11.201
0.41114,2.258,-10.568,-10.891,-11.098,-10.744
0.41114,2.4544,-10.223,-10.744,-10.603,-10.891
0.41114,2.6507,-11.179,-11.201,-11.343,-11.62
0.41114,2.8471,-11.795,-12.006,-11.883,-12.633
0.41114,3.0434,-11.612,-12.649,-11.643,-13.39
0.41114,3.2398,-11.976,-12.649,-11.671,-13.39
0.41114,3.4361,-11.075,-12.006,-10.537,-12.633
0.41114,3.6325,-11.098,-11.201,-10.7,-11.62
0.41114,3.8288,-10.291,-10.744,-9.5795,-10.891
0.41114,4.0252,-10.455,-10.891,-9.2886,-10.744
0.41114,4.2215,-11.032,-11.62,-9.5934,-11.201
0.41114,4.4179,-11.838,-12.633,-10.038,-12.006
0.41114,4.6142,-11.848,-13.39,-10.124,-12.649
0.41114,4.8106,-11.833,-13.39,-10.463,-12.649
0.41114,5.0069,-11.769,-12.633,-10.49,-12.006
0.41114,5.2033,-10.33,-11.62,-9.619,-11.201
0.41114,5.3996,-10.279,-10.891,-10.254,-10.744
0.41114,5.596,-10.059,-10.744,-10.41,-10.891
0.41114,5.7923,-10.293,-11.201,-11.347,-11.62
0.41114,5.9887,-10.947,-12.006,-12.799,-12.633
0.41114,6.185,-11.568,-12.649,-14.059,-13.39
0.46341,0.087266,-15.427,-18.988,-18.803,-19.942
0.46341,0.2618,-15.691,-17.509,-19.967,-18.346
0.46341,0.43633,-14.447,-15.671,-18.386,-16.292
0.46341,0.61087,-13.432,-14.39,-16.442,-14.72
0.46341,0.7854,-12.588,-14.046,-14.774,-14.046
0.46341,0.95993,-13.476,-14.72,-15.864,-14.39
0.46341,1.1345,-14.582,-16.292,-17.31,-15.671
0.46341,1.309,-16.199,-18.346,-19.202,-17.509
0.46341,1.4835,-16.751,-19.942,-20.209,-18.988
0.46341,1.6581,-16.505,-19.942,-19.986,-18.988
0.46341,1.8326,-16.108,-18.346,-18.905,-17.509
0.46341,2.0071,-15.15,-16.292,-17.447,-15.671
0.46341,2.1817,-13.543,-14.72,-14.528,-14.39
0.46341,2.3562,-13.066,-14.046,-13.935,-14.046
0.46341,2.5307,-13.118,-14.39,-13.945,-14.72
0.46341,2.7053,-14.448,-15.671,-14.818,-16.292
0.46341,2.8798,-15.691,-17.509,-15.895,-18.346
0.46341,3.0543,-17.95,-18.988,-17.292,-19.942
0.46341,3.2289,-18.251,-18.988,-17.439,-19.942
0.46341,3.4034,-16.164,-17.509,-15.793,-18.346
0.46341,3.5779,-15.244,-15.671,-14.367,-16.292
0.46341,3.7525,-14.058,-14.39,-13.221,-14.72
0.46341,3.927,-13.214,-14.046,-11.919,-14.046
0.46341,4.1015,-13.762,-14.72,-12.524,-14.39
0.46341,4.2761,-14.916,-16.292,-12.974,-15.671
0.46341,4.4506,-16.198,-18.346,-14.008,-17.509
0.46341,4.6251,-17.792,-19.942,-15.31,-18.988
0.46341,4.7997,-17.107,-19.942,-15.189,-18.988
0.46341,4.9742,-16.269,-18.346,-14.315,-17.509
0.46341,5.1487,-14.376,-16.292,-13.222,-15.671
0.46341,5.3233,-13.831,-14.72,-13.259,-14.39
0.46341,5.4978,-12.822,-14.046,-12.975,-14.046
0.46341,5.6723,-13.82,-14.39,-14.861,-14.72
0.46341,5.8469,-15.092,-15.671,-17.157,-16.292
0.46341,6.0214,-16.375,-17.509,-19.567,-18.346
0.46341,6.1959,-16.428,-18.988,-19.728,-19.942
0.51602,0.70686,-16.372,-18.176,-19.955,-18.364
0.51602,0.86394,-17.953,-18.364,-21.851,-18.176
0.51602,2.2777,-16.63,-18.364,-18.484,-18.176
0.51602,2.4347,-16.495,-18.176,-17.824,-18.364
0.51602,3.8485,-17.982,-18.176,-16.643,-18.364
0.51602,4.0055,-18.422,-18.364,-16.446,-18.176
0.51602,5.4192,-17.331,-18.364,-17.456,-18.176
0.51602,5.5763,-16.746,-18.176,-17.542,-18.364
0.62237,0.06545,-16.938,-17.136,-16.522,-18.924
0.62237,1.5053,-18.08,-18.924,-14.331,-17.136
0.62237,1.6362,-18.444,-18.924,-14.324,-17.136
0.62237,3.0761,-17.219,-17.136,-19.876,-18.924
0.62237,3.207,-17.062,-17.136,-19.552,-18.924
0.62237,4.6469,-19.742,-18.924,-18.985,-17.136
0.62237,4.7778,-20.521,-18.924,-19.462,-17.136
0.62237,6.2177,-16.719,-17.136,-16.155,-18.924
0.67621,0.060415,-14.65,-14.879,-15.252,-17.021
0.67621,0.18125,-15.752,-15.972,-16.288,-17.985
0.67621,1.3896,-17.422,-17.985,-13.872,-15.972
0.67621,1.5104,-16.183,-17.021,-12.831,-14.879
0.67621,1.6312,-16.42,-17.021,-12.723,-14.879
0.67621,1.752,-17.622,-17.985,-13.681,-15.972
0.67621,2.9603,-15.842,-15.972,-18.774,-17.985
0.67621,3.0812,-14.497,-14.879,-17.086,-17.021
0.67621,3.202,-14.906,-14.879,-17.144,-17.021
0.67621,3.3228,-15.534,-15.972,-17.465,-17.985
0.67621,4.5311,-18.098,-17.985,-16.645,-15.972
0.67621,4.652,-17.645,-17.021,-16.016,-14.879
0.67621,4.7728,-17.944,-17.021,-16.225,-14.879
0.67621,4.8936,-18.843,-17.985,-17.342,-15.972
0.67621,6.1019,-15.329,-15.972,-15.548,-17.985
0.67621,6.2228,-14.459,-14.879,-14.966,-17.021
0.73057,0.0561,-13.301,-13.91,-14.708,-16.453
0.73057,0.1683,-14.256,-14.772,-15.639,-17.18
0.73057,0.2805,-16.354,-16.619,-17.393,-18.768
0.73057,1.2903,-17.433,-18.768,-14.532,-16.619
0.73057,1.4025,-16.158,-17.18,-12.934,-14.772
0.73057,1.5147,-15.433,-16.453,-12.008,-13.91
0.73057,1.6269,-15.698,-16.453,-11.983,-13.91
0.73057,1.7391,-16.568,-17.18,-12.708,-14.772
0.73057,1.8513,-18.34,-18.768,-14.239,-16.619
0.73057,2.8611,-16.105,-16.619,-19.307,-18.768
0.73057,2.9733,-14.185,-14.772,-17.244,-17.18
0.73057,3.0855,-13.602,-13.91,-16.179,-16.453
0.73057,3.1977,-13.56,-13.91,-15.986,-16.453
0.73057,3.3099,-14.432,-14.772,-16.425,-17.18
0.73057,3.4221,-16.043,-16.619,-17.583,-18.768
0.73057,4.4319,-18.13,-18.768,-16.497,-16.619
0.73057,4.5441,-16.74,-17.18,-14.876,-14.772
0.73057,4.6563,-16.43,-16.453,-14.208,-13.91
0.73057,4.7685,-16.706,-16.453,-14.613,-13.91
0.73057,4.8807,-17.626,-17.18,-15.224,-14.772
0.73057,4.9929,-19.646,-18.768,-17.343,-16.619
0.73057,6.0027,-15.705,-16.619,-16.13,-18.768
0.73057,6.1149,-14.008,-14.772,-14.945,-17.18
0.73057,6.2271,-13.205,-13.91,-14.469,-16.453
0.7855,0.05236,-12.886,-13.744,-14.934,-16.737
0.7855,0.15708,-13.725,-14.457,-15.835,-17.31
0.7855,0.2618,-15.38,-15.98,-17.334,-18.561
0.7855,1.309,-17.064,-18.561,-13.951,-15.98
0.7855,1.4137,-16.048,-17.31,-13.121,-14.457
0.7855,1.5184,-15.473,-16.737,-12.044,-13.744
0.7855,1.6232,-15.479,-16.737,-11.927,-13.744
0.7855,1.7279,-16.489,-17.31,-12.593,-14.457
0.7855,1.8326,-17.755,-18.561,-13.733,-15.98
0.7855,2.8798,-15.115,-15.98,-18.363,-18.561
0.7855,2.9845,-13.869,-14.457,-17.05,-17.31
0.7855,3.0892,-13.141,-13.744,-16.458,-16.737
0.7855,3.194,-13.256,-13.744,-16.099,-16.737
0.7855,3.2987,-13.94,-14.457,-16.223,-17.31
0.7855,3.4034,-15.497,-15.98,-17.162,-18.561
0.7855,4.4506,-17.801,-18.561,-15.529,-15.98
0.7855,4.5553,-16.46,-17.31,-14.107,-14.457
0.7855,4.66,-16.195,-16.737,-13.771,-13.744
0.7855,4.7647,-16.566,-16.737,-14.039,-13.744
0.7855,4.8695,-17.579,-17.31,-14.705,-14.457
0.7855,4.9742,-18.733,-18.561,-16.194,-15.98
0.7855,6.0214,-15.029,-15.98,-16.108,-18.561
0.7855,6.1261,-13.56,-14.457,-15.036,-17.31
0.7855,6.2308,-12.882,-13.744,-14.673,-16.737
0.84107,0.049087,-13.176,-14.179,-15.601,-17.682
0.84107,0.14726,-13.828,-14.781,-16.27,-18.135
0.84107,0.24544,-15.188,-16.07,-17.681,-19.138
0.84107,1.3254,-17.467,-19.138,-14.498,-16.07
0.84107,1.4235,-16.496,-18.135,-13.308,-14.781
0.84107,1.5217,-16.054,-17.682,-12.572,-14.179
0.84107,1.6199,-15.892,-17.682,-12.301,-14.179
0.84107,1.7181,-16.829,-18.135,-12.805,-14.781
0.84107,1.8162,-18.119,-19.138,-13.94,-16.07
0.84107,2.8962,-15.515,-16.07,-19.438,-19.138
0.84107,2.9943,-14.112,-14.781,-18.07,-18.135
0.84107,3.0925,-13.556,-14.179,-16.9,-17.682
0.84107,3.1907,-13.68,-14.179,-16.696,-17.682
0.84107,3.2889,-14.401,-14.781,-17.169,-18.135
0.84107,3.387,-15.61,-16.07,-17.753,-19.138
0.84107,4.467,-17.825,-19.138,-15.129,-16.07
0.84107,4.5651,-16.947,-18.135,-14.195,-14.781
0.84107,4.6633,-16.577,-17.682,-13.923,-14.179
0.84107,4.7615,-17.001,-17.682,-14.005,-14.179
0.84107,4.8597,-17.852,-18.135,-14.777,-14.781
0.84107,4.9578,-19.279,-19.138,-15.802,-16.07
0.84107,6.0377,-14.915,-16.07,-16.459,-19.138
0.84107,6.1359,-13.729,-14.781,-15.676,-18.135
0.84107,6.2341,-13.157,-14.179,-15.284,-17.682
0.89566,0,-13.35,-15.029,-15.602,-19.111
0.89566,0.098175,-13.588,-15.311,-16.051,-19.303
0.89566,0.19635,-14.648,-16.209,-17.367,-19.939
0.89566,1.3744,-18.108,-19.939,-15.006,-16.209
0.89566,1.4726,-17.29,-19.303,-13.967,-15.311
0.89566,1.5708,-17.201,-19.111,-13.435,-15.029
0.89566,1.669,-17.251,-19.303,-13.448,-15.311
0.89566,1.7671,-18.524,-19.939,-14.032,-16.209
0.89566,2.9452,-15.095,-16.209,-19.546,-19.939
0.89566,3.0434,-14.593,-15.311,-18.695,-19.303
0.89566,3.1416,-14.868,-15.029,-18.825,-19.111
0.89566,3.2398,-15.031,-15.311,-18.047,-19.303
0.89566,3.3379,-15.4,-16.209,-18.074,-19.939
0.89566,4.516,-18.075,-19.939,-15.107,-16.209
0.89566,4.6142,-17.775,-19.303,-14.837,-15.311
0.89566,4.7124,-17.829,-19.111,-14.526,-15.029
0.89566,4.8106,-18.395,-19.303,-15.154,-15.311
0.89566,4.9087,-19.93,-19.939,-16.082,-16.209
0.89566,6.0868,-14.526,-16.209,-16.36,-19.939
0.89566,6.185,-13.755,-15.311,-16.024,-19.303
