0.051037,0.7854,-0.30371,0,-0.35514,0,1
0.051037,2.3562,-0.15143,0,-0.16937,0,2
0.051037,3.927,-0.099915,0,0.004798,0,3
0.051037,5.4978,-0.17588,0,-0.087408,0,4
0.10211,0.3927,-0.58601,-0.45649,-0.67444,-0.48856,5
0.10211,1.1781,-0.47526,-0.48856,-0.80607,-0.45649,6
0.10211,1.9635,-0.75505,-0.48856,-0.85232,-0.45649,7
0.10211,2.7489,-0.7699,-0.45649,-0.59142,-0.48856,8
0.10211,3.5343,-0.55072,-0.45649,-0.46604,-0.48856,9
0.10211,4.3197,-0.59065,-0.48856,-0.34592,-0.45649,10
0.10211,5.1051,-0.51116,-0.48856,-0.29536,-0.45649,11
0.10211,5.8905,-0.26281,-0.45649,-0.39803,-0.48856,12
0.15324,0.2618,-0.8281,-1.2349,-1.3617,-1.3235,13
0.15324,0.7854,-1.1975,-1.2617,-1.4832,-1.2617,14
0.15324,1.309,-1.2885,-1.3235,-1.6886,-1.2349,15
0.15324,1.8326,-1.399,-1.3235,-1.6063,-1.2349,16
0.15324,2.3562,-1.3446,-1.2617,-1.2596,-1.2617,17
0.15324,2.8798,-1.3423,-1.2349,-1.1666,-1.3235,18
0.15324,3.4034,-1.7104,-1.2349,-1.3026,-1.3235,19
0.15324,3.927,-1.4541,-1.2617,-1.089,-1.2617,20
0.15324,4.4506,-1.5791,-1.3235,-1.0792,-1.2349,21
0.15324,4.9742,-1.2483,-1.3235,-0.90349,-1.2349,22
0.15324,5.4978,-1.1419,-1.2617,-1.1778,-1.2617,23
0.15324,6.0214,-1.0933,-1.2349,-1.3346,-1.3235,24
0.20448,0.19635,-2.1921,-2.369,-2.7005,-2.538,25
0.20448,0.58905,-1.9711,-2.3627,-2.6048,-2.4326,26
0.20448,0.98175,-2.2151,-2.4326,-2.7298,-2.3627,27
0.20448,1.3744,-2.2581,-2.538,-2.7015,-2.369,28
0.20448,1.7671,-2.4931,-2.538,-2.7238,-2.369,29
0.20448,2.1598,-2.4329,-2.4326,-2.5577,-2.3627,30
0.20448,2.5525,-2.2672,-2.3627,-2.2626,-2.4326,31
0.20448,2.9452,-2.5485,-2.369,-2.4312,-2.538,32
0.20448,3.3379,-2.0769,-2.369,-1.9765,-2.538,33
0.20448,3.7306,-2.5561,-2.3627,-2.128,-2.4326,34
0.20448,4.1233,-2.2971,-2.4326,-1.8411,-2.3627,35
0.20448,4.516,-2.7309,-2.538,-1.9067,-2.369,36
0.20448,4.9087,-2.4012,-2.538,-1.9197,-2.369,37
0.20448,5.3014,-2.3645,-2.4326,-2.1415,-2.3627,38
0.20448,5.6941,-2.2429,-2.3627,-2.433,-2.4326,39
0.20448,6.0868,-2.1443,-2.369,-2.6438,-2.538,40
0.25585,0.15708,-3.4668,-3.9165,-4.3545,-4.1899,41
0.25585,0.47124,-3.3925,-3.8502,-4.2788,-4.0191,42
0.25585,0.7854,-3.4608,-3.8621,-4.1174,-3.8621,43
0.25585,1.0996,-3.7533,-4.0191,-4.3976,-3.8502,44
0.25585,1.4137,-3.6991,-4.1899,-4.1411,-3.9165,45
0.25585,1.7279,-3.6343,-4.1899,-3.901,-3.9165,46
0.25585,2.042,-3.8915,-4.0191,-4.1434,-3.8502,47
0.25585,2.3562,-3.8738,-3.8621,-3.9217,-3.8621,48
0.25585,2.6704,-3.9264,-3.8502,-3.8736,-4.0191,49
0.25585,2.9845,-3.8251,-3.9165,-3.7324,-4.1899,50
0.25585,3.2987,-3.5959,-3.9165,-3.4607,-4.1899,51
0.25585,3.6128,-3.8307,-3.8502,-3.3944,-4.0191,52
0.25585,3.927,-3.9179,-3.8621,-3.4397,-3.8621,53
0.25585,4.2412,-3.822,-4.0191,-3.1501,-3.8502,54
0.25585,4.5553,-4.0043,-4.1899,-3.1529,-3.9165,55
0.25585,4.8695,-3.847,-4.1899,-3.15,-3.9165,56
0.25585,5.1836,-3.6608,-4.0191,-3.2834,-3.8502,57
0.25585,5.4978,-3.4421,-3.8621,-3.5631,-3.8621,58
0.25585,5.8119,-3.6413,-3.8502,-4.0829,-4.0191,59
0.25585,6.1261,-3.6159,-3.9165,-4.3197,-4.1899,60
0.3074,0.1309,-5.8078,-5.9785,-7.0288,-6.3813,61
0.3074,0.3927,-5.1806,-5.8148,-6.459,-6.1096,62
0.3074,0.6545,-5.3076,-5.6952,-6.5212,-5.8031,63
0.3074,0.9163,-5.2492,-5.8031,-6.099,-5.6952,64
0.3074,1.1781,-5.4549,-6.1096,-6.3119,-5.8148,65
0.3074,1.4399,-5.7934,-6.3813,-6.3572,-5.9785,66
0.3074,1.7017,-5.7835,-6.3813,-6.3078,-5.9785,67
0.3074,1.9635,-5.6873,-6.1096,-6.151,-5.8148,68
0.3074,2.2253,-5.4135,-5.8031,-5.4515,-5.6952,69
0.3074,2.4871,-5.6591,-5.6952,-5.9868,-5.8031,70
0.3074,2.7489,-5.5025,-5.8148,-5.6905,-6.1096,71
0.3074,3.0107,-5.7794,-5.9785,-5.6749,-6.3813,72
0.3074,3.2725,-6.1036,-5.9785,-5.8479,-6.3813,73
0.3074,3.5343,-5.7373,-5.8148,-5.295,-6.1096,74
0.3074,3.7961,-5.5988,-5.6952,-4.7896,-5.8031,75
0.3074,4.0579,-5.6523,-5.8031,-4.8787,-5.6952,76
0.3074,4.3197,-6.1259,-6.1096,-5.0883,-5.8148,77
0.3074,4.5815,-5.6423,-6.3813,-4.6959,-5.9785,78
0.3074,4.8433,-6.0092,-6.3813,-5.017,-5.9785,79
0.3074,5.1051,-5.4446,-6.1096,-4.8701,-5.8148,80
0.3074,5.3669,-5.6009,-5.8031,-5.4036,-5.6952,81
0.3074,5.6287,-5.1395,-5.6952,-5.29,-5.8031,82
0.3074,5.8905,-5.1883,-5.8148,-5.7836,-6.1096,83
0.3074,6.1523,-5.458,-5.9785,-6.4528,-6.3813,84
0.35914,0.1122,-7.6611,-8.7471,-9.4896,-9.3054,85
0.35914,0.3366,-7.8389,-8.4194,-9.6659,-8.8669,86
0.35914,0.561,-7.2651,-8.0617,-8.9356,-8.3098,87
0.35914,0.7854,-7.1316,-7.9889,-8.6096,-7.9889,88
0.35914,1.0098,-7.5542,-8.3098,-8.6606,-8.0617,89
0.35914,1.2342,-8.1628,-8.8669,-9.3807,-8.4194,90
0.35914,1.4586,-8.7849,-9.3054,-9.7606,-8.7471,91
0.35914,1.683,-8.6529,-9.3054,-9.4493,-8.7471,92
0.35914,1.9074,-8.1826,-8.8669,-8.7324,-8.4194,93
0.35914,2.1318,-7.8675,-8.3098,-8.1945,-8.0617,94
0.35914,2.3562,-7.5548,-7.9889,-7.9644,-7.9889,95
0.35914,2.5806,-7.5571,-8.0617,-7.9786,-8.3098,96
0.35914,2.805,-8.3694,-8.4194,-8.5823,-8.8669,97
0.35914,3.0294,-7.9731,-8.7471,-8.014,-9.3054,98
0.35914,3.2538,-8.371,-8.7471,-8.1233,-9.3054,99
0.35914,3.4782,-8.4086,-8.4194,-7.9422,-8.8669,100
0.35914,3.7026,-8.1441,-8.0617,-7.4528,-8.3098,101
0.35914,3.927,-8.197,-7.9889,-7.1317,-7.9889,102
0.35914,4.1514,-7.9127,-8.3098,-6.8337,-8.0617,103
0.35914,4.3758,-8.7099,-8.8669,-7.2694,-8.4194,104
0.35914,4.6002,-7.9636,-9.3054,-6.9356,-8.7471,105
0.35914,4.8246,-8.3985,-9.3054,-7.1189,-8.7471,106
0.35914,5.049,-8.3356,-8.8669,-7.4391,-8.4194,107
0.35914,5.2734,-7.7381,-8.3098,-7.2202,-8.0617,108
0.35914,5.4978,-7.2774,-7.9889,-7.4391,-7.9889,109
0.35914,5.7222,-7.3251,-8.0617,-8.0693,-8.3098,110
0.35914,5.9466,-7.5461,-8.4194,-8.8759,-8.8669,111
0.35914,6.171,-8.1002,-8.7471,-9.9579,-9.3054,112
0.41114,0.098175,-11.154,-12.649,-13.94,-13.39,113
0.41114,0.29452,-10.39,-12.006,-12.929,-12.633,114
0.41114,0.49087,-10.295,-11.201,-12.472,-11.62,115
0.41114,0.68722,-9.6609,-10.744,-11.505,-10.891,116
0.41114,0.88357,-9.7149,-10.891,-11.519,-10.744,117
0.41114,1.0799,-10.775,-11.62,-12.49,-11.201,118
0.41114,1.2763,-11.34,-12.633,-12.923,-12.006,119
0.41114,1.4726,-12.136,-13.39,-13.881,-12.649,120
0.41114,1.669,-11.945,-13.39,-13.52,-12.649,121
0.41114,1.8653,-11.556,-12.633,-12.869,-12.006,122
0.41114,2.0617,-10.839,-11.62,-11.822,-11.201,123
0.41114,2.258,-10.568,-10.891,-11.098,-10.744,124
0.41114,2.4544,-10.223,-10.744,-10.603,-10.891,125
0.41114,2.6507,-11.179,-11.201,-11.343,-11.62,126
0.41114,2.8471,-11.795,-12.006,-11.883,-12.633,127
0.41114,3.0434,-11.612,-12.649,-11.643,-13.39,128
0.41114,3.2398,-11.976,-12.649,-11.671,-13.39,129
0.41114,3.4361,-11.075,-12.006,-10.537,-12.633,130
0.41114,3.6325,-11.098,-11.201,-10.7,-11.62,131
0.41114,3.8288,-10.291,-10.744,-9.5795,-10.891,132
0.41114,4.0252,-10.455,-10.891,-9.2886,-10.744,133
0.41114,4.2215,-11.032,-11.62,-9.5934,-11.201,134
0.41114,4.4179,-11.838,-12.633,-10.038,-12.006,135
0.41114,4.6142,-11.848,-13.39,-10.124,-12.649,136
0.41114,4.8106,-11.833,-13.39,-10.463,-12.649,137
0.41114,5.0069,-11.769,-12.633,-10.49,-12.006,138
0.41114,5.2033,-10.33,-11.62,-9.619,-11.201,139
0.41114,5.3996,-10.279,-10.891,-10.254,-10.744,140
0.41114,5.596,-10.059,-10.744,-10.41,-10.891,141
0.41114,5.7923,-10.293,-11.201,-11.347,-11.62,142
0.41114,5.9887,-10.947,-12.006,-12.799,-12.633,143
0.41114,6.185,-11.568,-12.649,-14.059,-13.39,144
0.46341,0.087266,-15.427,-18.988,-18.803,-19.942,145
0.46341,0.2618,-15.691,-17.509,-19.967,-18.346,146
0.46341,0.43633,-14.447,-15.671,-18.386,-16.292,147
0.46341,0.61087,-13.432,-14.39,-16.442,-14.72,148
0.46341,0.7854,-12.588,-14.046,-14.774,-14.046,149
0.46341,0.95993,-13.476,-14.72,-15.864,-14.39,150
0.46341,1.1345,-14.582,-16.292,-17.31,-15.671,151
0.46341,1.309,-16.199,-18.346,-19.202,-17.509,152
0.46341,1.4835,-16.751,-19.942,-20.209,-18.988,153
0.46341,1.6581,-16.505,-19.942,-19.986,-18.988,154
0.46341,1.8326,-16.108,-18.346,-18.905,-17.509,155
0.46341,2.0071,-15.15,-16.292,-17.447,-15.671,156
0.46341,2.1817,-13.543,-14.72,-14.528,-14.39,157
0.46341,2.3562,-13.066,-14.046,-13.935,-14.046,158
0.46341,2.5307,-13.118,-14.39,-13.945,-14.72,159
0.46341,2.7053,-14.448,-15.671,-14.818,-16.292,160
0.46341,2.8798,-15.691,-17.509,-15.895,-18.346,161
0.46341,3.0543,-17.95,-18.988,-17.292,-19.942,162
0.46341,3.2289,-18.251,-18.988,-17.439,-19.942,163
0.46341,3.4034,-16.164,-17.509,-15.793,-18.346,164
0.46341,3.5779,-15.244,-15.671,-14.367,-16.292,165
0.46341,3.7525,-14.058,-14.39,-13.221,-14.72,166
0.46341,3.927,-13.214,-14.046,-11.919,-14.046,167
0.46341,4.1015,-13.762,-14.72,-12.524,-14.39,168
0.46341,4.2761,-14.916,-16.292,-12.974,-15.671,169
0.46341,4.4506,-16.198,-18.346,-14.008,-17.509,170
0.46341,4.6251,-17.792,-19.942,-15.31,-18.988,171
0.46341,4.7997,-17.107,-19.942,-15.189,-18.988,172
0.46341,4.9742,-16.269,-18.346,-14.315,-17.509,173
0.46341,5.1487,-14.376,-16.292,-13.222,-15.671,174
0.46341,5.3233,-13.831,-14.72,-13.259,-14.39,175
0.46341,5.4978,-12.822,-14.046,-12.975,-14.046,176
0.46341,5.6723,-13.82,-14.39,-14.861,-14.72,177
0.46341,5.8469,-15.092,-15.671,-17.157,-16.292,178
0.46341,6.0214,-16.375,-17.509,-19.567,-18.346,179
0.46341,6.1959,-16.428,-18.988,-19.728,-19.942,180
0.51602,0.3927,-17.785,-23.447,-23.105,-24.301,183
0.51602,0.54978,-16.279,-19.753,-20.313,-20.3,184
0.51602,0.70686,-16.372,-18.176,-19.955,-18.364,185
0.51602,0.86394,-17.953,-18.364,-21.851,-18.176,186
0.51602,1.021,-17.321,-20.3,-20.659,-19.753,187
0.51602,1.1781,-19.654,-24.301,-24.783,-23.447,188
0.51602,1.9635,-19.217,-24.301,-23.806,-23.447,193
0.51602,2.1206,-18.03,-20.3,-20.568,-19.753,194
0.51602,2.2777,-16.63,-18.364,-18.484,-18.176,195
0.51602,2.4347,-16.495,-18.176,-17.824,-18.364,196
0.51602,2.5918,-17.374,-19.753,-18.047,-20.3,197
0.51602,2.7489,-19.594,-23.447,-20.236,-24.301,198
0.51602,3.5343,-21.851,-23.447,-20.319,-24.301,203
0.51602,3.6914,-18.913,-19.753,-17.687,-20.3,204
0.51602,3.8485,-17.982,-18.176,-16.643,-18.364,205
0.51602,4.0055,-18.422,-18.364,-16.446,-18.176,206
0.51602,4.1626,-19.348,-20.3,-17.239,-19.753,207
0.51602,4.3197,-21.785,-24.301,-18.661,-23.447,208
0.51602,5.1051,-20.825,-24.301,-19.008,-23.447,213
0.51602,5.2622,-17.532,-20.3,-16.719,-19.753,214
0.51602,5.4192,-17.331,-18.364,-17.456,-18.176,215
0.51602,5.5763,-16.746,-18.176,-17.542,-18.364,216
0.51602,5.7334,-17.92,-19.753,-19.775,-20.3,217
0.51602,5.8905,-19.977,-23.447,-22.826,-24.301,218
0.56899,0.0714,-21.37,-22.355,-18.822,-23.828,221
0.56899,0.6426,-20.409,-24.391,-25.362,-24.806,225
0.56899,0.7854,-19.375,-23.005,-23.342,-23.005,226
0.56899,0.9282,-21.233,-24.806,-26.713,-24.391,227
0.56899,1.4994,-22.768,-23.828,-17.736,-22.355,231
0.56899,1.6422,-22.833,-23.828,-17.797,-22.355,232
0.56899,2.2134,-21.308,-24.806,-25.381,-24.391,236
0.56899,2.3562,-20.008,-23.005,-22.87,-23.005,237
0.56899,2.499,-21.987,-24.391,-23.413,-24.806,238
0.56899,3.0702,-20.8,-22.355,-23.402,-23.828,242
0.56899,3.213,-20.687,-22.355,-23.135,-23.828,243
0.56899,3.7842,-22.972,-24.391,-21.368,-24.806,247
0.56899,3.927,-21.586,-23.005,-20.091,-23.005,248
0.56899,4.0698,-23.925,-24.806,-21.337,-24.391,249
0.56899,4.641,-24.021,-23.828,-23.83,-22.355,253
0.56899,4.7838,-24.983,-23.828,-25.315,-22.355,254
0.56899,5.355,-21.722,-24.806,-21.388,-24.391,258
0.56899,5.4978,-21.45,-23.005,-21.87,-23.005,259
0.56899,5.6406,-23.007,-24.391,-23.975,-24.806,260
0.56899,6.2118,-21.368,-22.355,-18.83,-23.828,264
0.62237,0.06545,-16.938,-17.136,-16.522,-18.924,265
0.62237,0.19635,-19.153,-18.695,-18.224,-20.358,266
0.62237,0.32725,-23.723,-22.336,-21.622,-23.759,267
0.62237,1.2435,-23.719,-23.759,-19.044,-22.336,274
0.62237,1.3744,-19.414,-20.358,-15.397,-18.695,275
0.62237,1.5053,-18.08,-18.924,-14.331,-17.136,276
0.62237,1.6362,-18.444,-18.924,-14.324,-17.136,277
0.62237,1.7671,-20.129,-20.358,-15.694,-18.695,278
0.62237,1.898,-23.635,-23.759,-18.231,-22.336,279
0.62237,2.8143,-21.966,-22.336,-24.576,-23.759,286
0.62237,2.9452,-18.693,-18.695,-21.375,-20.358,287
0.62237,3.0761,-17.219,-17.136,-19.876,-18.924,288
0.62237,3.207,-17.062,-17.136,-19.552,-18.924,289
0.62237,3.3379,-18.308,-18.695,-20.001,-20.358,290
